Timestamp,Power,Result,PatternRIS0,PatternRIS1
2025-05-13T19:56:22.556031,10.0,-40.54827690124512,0,0
2025-05-13T19:56:22.754563,10.0,-40.647287368774414,0,1
2025-05-13T19:56:22.956693,10.0,-40.77479839324951,0,2
2025-05-13T19:56:23.158470,10.0,-40.94095706939697,0,3
2025-05-13T19:56:23.355761,10.0,-40.87524890899658,0,4
2025-05-13T19:56:23.553460,10.0,-40.995144844055176,0,5
2025-05-13T19:56:23.752331,10.0,-40.995965003967285,0,6
2025-05-13T19:56:23.949538,10.0,-40.89591979980469,0,7
2025-05-13T19:56:24.141774,10.0,-40.60655117034912,0,8
2025-05-13T19:56:24.342602,10.0,-40.78402042388916,0,9
2025-05-13T19:56:24.540752,10.0,-40.8530330657959,0,10
2025-05-13T19:56:24.738590,10.0,-40.74709415435791,0,11
2025-05-13T19:56:24.936265,10.0,-40.85682392120361,0,12
2025-05-13T19:56:25.133108,10.0,-40.88462829589844,0,13
2025-05-13T19:56:25.331413,10.0,-40.72035312652588,0,14
2025-05-13T19:56:25.527317,10.0,-40.9227180480957,0,15
2025-05-13T19:56:25.728179,10.0,-40.849246978759766,0,16
2025-05-13T19:56:25.929089,10.0,-41.24432563781738,0,17
2025-05-13T19:56:26.121419,10.0,-41.27171516418457,0,18
2025-05-13T19:56:26.323970,10.0,-41.05412483215332,0,19
2025-05-13T19:56:26.522759,10.0,-41.09799861907959,0,20
2025-05-13T19:56:26.719688,10.0,-41.37990951538086,0,21
2025-05-13T19:56:26.918803,10.0,-41.2589168548584,0,22
2025-05-13T19:56:27.115721,10.0,-40.89010238647461,0,23
2025-05-13T19:56:27.311999,10.0,-40.92371940612793,0,24
2025-05-13T19:56:27.508199,10.0,-41.27769947052002,0,25
2025-05-13T19:56:27.702309,10.0,-41.27556800842285,0,26
2025-05-13T19:56:27.903733,10.0,-40.96139907836914,0,27
2025-05-13T19:56:28.103594,10.0,-40.87592124938965,0,28
2025-05-13T19:56:28.301781,10.0,-40.97458839416504,0,29
2025-05-13T19:56:28.499105,10.0,-41.55581474304199,0,30
2025-05-13T19:56:28.697579,10.0,-41.28000259399414,0,31
2025-05-13T19:56:28.895854,10.0,-41.596879959106445,0,32
2025-05-13T19:56:29.094136,10.0,-41.482062339782715,0,33
2025-05-13T19:56:29.291778,10.0,-41.542983055114746,0,34
2025-05-13T19:56:29.492476,10.0,-41.670613288879395,0,35
2025-05-13T19:56:29.690843,10.0,-41.71069145202637,0,36
2025-05-13T19:56:29.886273,10.0,-41.42972946166992,0,37
2025-05-13T19:56:30.086607,10.0,-41.34605884552002,0,38
