Timestamp,Power,Result,PatternRIS0,PatternRIS1
2025-05-13T19:56:22.560766,10.0,-30.34116506576538,0,0
2025-05-13T19:56:22.760512,10.0,-30.38020133972168,0,1
2025-05-13T19:56:22.958728,10.0,-30.53307056427002,0,2
2025-05-13T19:56:23.156082,10.0,-30.636451244354248,0,3
2025-05-13T19:56:23.350778,10.0,-30.52677631378174,0,4
2025-05-13T19:56:23.548320,10.0,-30.457980632781982,0,5
2025-05-13T19:56:23.746807,10.0,-30.532479286193848,0,6
2025-05-13T19:56:23.944140,10.0,-30.523505210876465,0,7
2025-05-13T19:56:24.147310,10.0,-30.3664493560791,0,8
2025-05-13T19:56:24.339172,10.0,-30.311508178710938,0,9
2025-05-13T19:56:24.543195,10.0,-30.417499542236328,0,10
2025-05-13T19:56:24.735094,10.0,-30.35137176513672,0,11
2025-05-13T19:56:24.937782,10.0,-30.32437801361084,0,12
2025-05-13T19:56:25.129713,10.0,-30.312106609344482,0,13
2025-05-13T19:56:25.333406,10.0,-30.403642654418945,0,14
2025-05-13T19:56:25.530674,10.0,-30.493733882904053,0,15
2025-05-13T19:56:25.729523,10.0,-30.37630558013916,0,16
2025-05-13T19:56:25.923544,10.0,-30.556349754333496,0,17
2025-05-13T19:56:26.126627,10.0,-30.820672512054443,0,18
2025-05-13T19:56:26.320419,10.0,-30.849027633666992,0,19
2025-05-13T19:56:26.518274,10.0,-30.70964813232422,0,20
2025-05-13T19:56:26.716252,10.0,-30.690622329711914,0,21
2025-05-13T19:56:26.917057,10.0,-30.75896978378296,0,22
2025-05-13T19:56:27.111363,10.0,-30.571401119232178,0,23
2025-05-13T19:56:27.308150,10.0,-30.30158042907715,0,24
2025-05-13T19:56:27.509826,10.0,-29.84534740447998,0,25
2025-05-13T19:56:27.708119,10.0,-29.76341724395752,0,26
2025-05-13T19:56:27.900284,10.0,-29.928717613220215,0,27
2025-05-13T19:56:28.103087,10.0,-29.851253032684326,0,28
