Timestamp,Step,Power,Result
2025-11-20T14:16:33.796588,2,-25,-74.2180871963501
2025-11-20T14:16:33.984375,2,-25,-74.29764747619629
2025-11-20T14:16:34.171998,2,-25,-74.22554016113281
2025-11-20T14:16:34.359547,2,-25,-74.33131694793701
2025-11-20T14:16:34.547614,2,-25,-74.25696849822998
2025-11-20T14:16:34.735135,2,-25,-74.37294006347656
2025-11-20T14:16:34.923148,2,-25,-74.30078983306885
2025-11-20T14:16:35.110711,2,-25,-74.15570259094238
2025-11-20T14:16:35.298182,2,-25,-74.27668571472168
2025-11-20T14:16:35.485964,2,-25,-74.25289630889893
2025-11-20T14:16:35.672864,2,-25,-74.21152114868164
2025-11-20T14:16:35.859990,2,-25,-74.21102523803711
2025-11-20T14:16:36.046945,2,-25,-74.29352283477783
2025-11-20T14:16:36.233980,2,-25,-74.27885055541992
2025-11-20T14:16:36.421558,2,-25,-74.24433708190918
2025-11-20T14:16:36.608859,2,-25,-74.34569835662842
2025-11-20T14:16:36.796452,2,-25,-74.34988021850586
2025-11-20T14:16:36.983672,2,-25,-74.30490493774414
2025-11-20T14:16:37.171347,2,-25,-74.24223899841309
2025-11-20T14:16:37.358517,2,-25,-74.25708293914795
2025-11-20T14:16:38.293892,2,-25,
2025-11-20T14:16:39.221797,2,-25,
2025-11-20T14:16:40.150692,2,-25,
2025-11-20T14:16:41.078745,2,-25,
2025-11-20T14:16:42.007723,2,-25,
2025-11-20T14:16:42.936705,2,-25,
2025-11-20T14:16:43.865978,2,-25,
2025-11-20T14:16:44.795892,2,-25,
2025-11-20T14:16:45.725019,2,-25,
2025-11-20T14:16:46.653928,2,-25,
2025-11-20T14:16:47.582794,2,-25,
2025-11-20T14:16:48.511894,2,-25,
2025-11-20T14:16:49.440757,2,-25,
2025-11-20T14:16:50.369787,2,-25,
2025-11-20T14:16:51.298770,2,-25,
2025-11-20T14:16:52.227773,2,-25,
2025-11-20T14:16:53.156869,2,-25,
2025-11-20T14:16:54.086865,2,-25,
2025-11-20T14:16:55.016944,2,-25,
2025-11-20T14:16:55.945619,2,-25,
2025-11-20T14:16:56.873871,2,-25,
2025-11-20T14:16:57.801784,2,-25,
2025-11-20T14:25:05.195028,1,-30,-74.2868709564209
2025-11-20T14:25:05.382564,2,-25,-74.25716400146484
2025-11-20T14:25:05.570201,2,-25,-74.30805683135986
2025-11-20T14:25:05.757965,2,-25,-74.29743766784668
2025-11-20T14:25:05.945675,2,-25,-74.32070255279541
2025-11-20T14:25:06.133310,2,-25,-74.27432060241699
2025-11-20T14:25:06.321278,2,-25,-74.22679424285889
2025-11-20T14:25:06.509460,2,-25,-74.29505825042725
2025-11-20T14:25:06.697235,2,-25,-74.29625988006592
2025-11-20T14:25:06.885310,2,-25,-74.2845344543457
2025-11-20T14:25:07.072999,2,-25,-74.24473285675049
2025-11-20T14:25:07.260452,2,-25,-74.37764644622803
2025-11-20T14:25:07.447595,2,-25,-74.32472705841064
2025-11-20T14:25:07.634563,2,-25,-74.30166721343994
2025-11-20T14:25:07.821432,2,-25,-74.30509090423584
2025-11-20T14:25:08.008736,2,-25,-74.3242359161377
2025-11-20T14:25:08.196369,2,-25,-74.3084192276001
2025-11-20T14:25:08.384204,2,-25,-74.31818962097168
2025-11-20T14:25:08.572391,2,-25,-74.22932147979736
2025-11-20T14:25:08.760007,2,-25,-74.33550357818604
2025-11-20T14:25:08.947364,2,-25,-74.27595615386963
2025-11-20T14:25:09.134783,2,-25,-74.29152965545654
2025-11-20T14:25:09.322431,2,-25,-74.20714378356934
2025-11-20T14:25:09.510119,2,-25,-74.28018093109131
2025-11-20T14:25:09.697708,2,-25,-74.25835609436035
2025-11-20T14:25:09.885662,2,-25,-74.25157070159912
2025-11-20T14:25:10.074105,2,-25,-74.27926063537598
2025-11-20T14:25:10.261593,2,-25,-74.2679214477539
2025-11-20T14:25:10.449559,2,-25,-74.33497428894043
2025-11-20T14:25:10.637153,2,-25,-74.37259674072266
2025-11-20T14:25:10.824963,2,-25,-74.3217134475708
2025-11-20T14:25:11.012781,2,-25,-74.27623271942139
2025-11-20T14:25:11.200554,2,-25,-74.19007778167725
2025-11-20T14:25:11.388112,2,-25,-74.273681640625
2025-11-20T14:25:11.575490,2,-25,-74.26780700683594
2025-11-20T14:25:11.762854,2,-25,-74.30598258972168
2025-11-20T14:25:11.950540,2,-25,-74.2538595199585
2025-11-20T14:25:12.138172,2,-25,-74.30566787719727
2025-11-20T14:25:12.325806,2,-25,-74.30984020233154
2025-11-20T14:25:12.513618,2,-25,-74.30643558502197
2025-11-20T14:25:12.701045,2,-25,-74.24574375152588
2025-11-20T14:25:12.888694,2,-25,-74.36264038085938
2025-11-20T14:25:13.076834,2,-25,-74.28763389587402
2025-11-20T14:25:13.264520,2,-25,-74.33328628540039
2025-11-20T14:25:13.452094,2,-25,-74.25130844116211
2025-11-20T14:25:13.639270,2,-25,-74.20164585113525
2025-11-20T14:25:13.826092,2,-25,-74.2783784866333
2025-11-20T14:25:14.012840,2,-25,-74.28866386413574
2025-11-20T14:25:14.199322,2,-25,-74.34163093566895
2025-11-20T14:25:14.385817,2,-25,-74.18988704681396
2025-11-20T14:25:14.572833,2,-25,-74.27039623260498
2025-11-20T14:25:14.760686,2,-25,-74.28748607635498
2025-11-20T14:25:14.948062,2,-25,-74.29068565368652
2025-11-20T14:25:15.135085,2,-25,-74.30562019348145
2025-11-20T14:25:15.322475,2,-25,-74.20568943023682
2025-11-20T14:25:15.509407,2,-25,-74.26071166992188
2025-11-20T14:25:15.697055,2,-25,-74.30377006530762
2025-11-20T14:25:15.884864,2,-25,-74.27785873413086
2025-11-20T14:25:16.071783,2,-25,-74.30241584777832
2025-11-20T14:37:03.283242,1,-30,-74.24863815307617
2025-11-20T14:37:03.471302,2,-25,-74.2669677734375
2025-11-20T14:37:03.659961,2,-25,-74.2298412322998
2025-11-20T14:37:03.848414,2,-25,-74.27497386932373
2025-11-20T14:37:04.036096,2,-25,-74.3587064743042
2025-11-20T14:37:04.223269,2,-25,-74.27802085876465
2025-11-20T14:37:04.409489,2,-25,-74.25536632537842
2025-11-20T14:37:04.596260,2,-25,-74.32070732116699
2025-11-20T14:37:04.782326,2,-25,-74.32014465332031
2025-11-20T14:37:04.969372,2,-25,-74.32248592376709
2025-11-20T14:37:05.157018,2,-25,-74.23382759094238
2025-11-20T14:37:53.249207,1,-30,-74.30642604827881
2025-11-20T14:37:53.436896,2,-25,-74.30961608886719
2025-11-20T14:37:53.624297,2,-25,-74.31257724761963
2025-11-20T14:37:53.812442,2,-25,-74.29407119750977
2025-11-20T14:37:54.000319,2,-25,-74.31037425994873
2025-11-20T14:37:54.188020,2,-25,-74.2979907989502
2025-11-20T14:37:54.375683,2,-25,-74.25636291503906
2025-11-20T14:37:54.563664,2,-25,-74.25281524658203
2025-11-20T14:37:54.751637,2,-25,-74.30147171020508
2025-11-20T14:37:54.939360,2,-25,-74.30568218231201
2025-11-20T14:37:55.126325,2,-25,-74.26252365112305
2025-11-20T14:37:55.314003,2,-25,-74.33013916015625
2025-11-20T14:37:55.501653,2,-25,-74.31312561035156
2025-11-20T14:37:55.689537,2,-25,-74.29605007171631
2025-11-20T14:37:55.877426,2,-25,-74.16898727416992
2025-11-20T14:37:56.065436,2,-25,-74.25037860870361
2025-11-20T14:37:56.253483,2,-25,-74.2356538772583
2025-11-20T14:37:56.441289,2,-25,-74.2739200592041
2025-11-20T14:37:56.629194,2,-25,-74.25034523010254
2025-11-20T14:37:56.817158,2,-25,-74.202561378479
2025-11-20T14:37:57.004993,2,-25,-74.21715259552002
2025-11-20T14:37:57.192495,2,-25,-74.3046236038208
2025-11-20T14:37:57.380165,2,-25,-74.35755252838135
2025-11-20T14:37:57.568020,2,-25,-74.23393726348877
2025-11-20T14:37:57.754927,2,-25,-74.25416946411133
2025-11-20T14:37:57.942890,2,-25,-74.3164873123169
2025-11-20T14:37:58.130258,2,-25,-74.24783706665039
2025-11-20T14:37:58.317899,2,-25,-74.2881965637207
2025-11-20T14:37:58.505986,2,-25,-74.27898406982422
2025-11-20T14:37:58.693469,2,-25,-74.28289413452148
2025-11-20T14:37:58.881388,2,-25,-74.41726207733154
2025-11-20T14:37:59.069357,2,-25,-74.35564041137695
2025-11-20T14:37:59.257062,2,-25,-74.2620849609375
2025-11-20T14:37:59.444988,2,-25,-74.23841953277588
2025-11-20T14:37:59.632697,2,-25,-74.24790859222412
2025-11-20T14:37:59.820891,2,-25,-74.24365997314453
2025-11-20T14:38:00.008752,2,-25,-74.27049160003662
2025-11-20T14:38:00.195680,2,-25,-74.3114709854126
2025-11-20T14:38:00.383497,2,-25,-74.3346643447876
2025-11-20T14:38:00.570582,2,-25,-74.24507141113281
2025-11-20T14:38:00.758178,2,-25,-74.34182167053223
2025-11-20T14:38:00.946199,2,-25,-74.30854320526123
2025-11-20T14:38:01.134103,2,-25,-74.33043956756592
2025-11-20T14:38:01.321653,2,-25,-74.26047801971436
2025-11-20T14:38:01.509717,2,-25,-74.27939891815186
2025-11-20T14:38:01.697181,2,-25,-74.2641830444336
2025-11-20T14:38:01.884492,2,-25,-74.25609111785889
2025-11-20T14:38:02.072262,2,-25,-74.19212341308594
2025-11-20T14:38:02.259227,2,-25,-74.27009582519531
2025-11-20T14:38:02.447126,2,-25,-74.31498050689697
2025-11-20T14:38:02.634401,2,-25,-74.3006944656372
2025-11-20T14:38:02.822237,2,-25,-74.25907135009766
2025-11-20T14:38:03.010157,2,-25,-74.36949729919434
2025-11-20T14:38:03.198072,2,-25,-74.27407264709473
2025-11-20T14:38:03.385848,2,-25,-74.2985725402832
2025-11-20T14:38:03.573042,2,-25,-74.29134368896484
2025-11-20T14:38:03.760090,2,-25,-74.38075542449951
2025-11-20T14:38:03.946943,2,-25,-74.38828468322754
2025-11-20T14:38:04.134679,2,-25,-74.2820930480957
2025-11-20T14:38:04.322468,2,-25,-74.28911209106445
2025-11-20T14:38:04.510195,2,-25,-74.31639194488525
2025-11-20T14:38:04.698343,2,-25,-74.23297882080078
2025-11-20T14:38:04.886282,2,-25,-74.28577423095703
2025-11-20T14:38:05.074088,2,-25,-74.24481391906738
2025-11-20T14:38:05.261898,2,-25,-74.27725315093994
2025-11-20T14:38:05.449607,2,-25,-74.22476291656494
2025-11-20T14:38:05.636795,2,-25,-74.22146797180176
2025-11-20T14:38:05.823614,2,-25,-74.300856590271
2025-11-20T14:38:06.010964,2,-25,-74.2412519454956
2025-11-20T14:38:06.198240,2,-25,-74.3092393875122
2025-11-20T14:38:06.385934,2,-25,-74.29743766784668
2025-11-20T14:38:06.573326,2,-25,-74.34749126434326
2025-11-20T14:38:06.760766,2,-25,-74.25311088562012
2025-11-20T14:38:06.948702,2,-25,-74.2345142364502
2025-11-20T14:38:07.136275,2,-25,-74.25005912780762
2025-11-20T14:38:07.324184,2,-25,-74.30988311767578
2025-11-20T14:38:07.512080,2,-25,-74.21821594238281
2025-11-20T14:38:07.700041,2,-25,-74.27431106567383
2025-11-20T14:38:07.887767,2,-25,-74.26816463470459
2025-11-20T14:38:08.076490,2,-25,-74.28201675415039
2025-11-20T14:38:08.264034,2,-25,-74.19895648956299
2025-11-20T14:38:08.451484,2,-25,-74.30408477783203
2025-11-20T14:38:08.639105,2,-25,-74.32977199554443
2025-11-20T14:38:08.826753,2,-25,-74.20833110809326
2025-11-20T14:38:09.014252,2,-25,-74.26392555236816
2025-11-20T14:38:09.202050,2,-25,-74.28755283355713
2025-11-20T14:38:09.389502,2,-25,-74.28764820098877
2025-11-20T14:38:09.575993,2,-25,-74.25440311431885
2025-11-20T14:38:09.762693,2,-25,-74.3140983581543
2025-11-20T14:38:09.951128,2,-25,-74.2780065536499
2025-11-20T14:38:10.139201,2,-25,-74.2831802368164
2025-11-20T14:38:10.326928,2,-25,-74.31793212890625
2025-11-20T14:38:10.513809,2,-25,-74.2818021774292
2025-11-20T14:38:10.700571,2,-25,-74.33571815490723
2025-11-20T14:38:10.887704,2,-25,-74.27868366241455
2025-11-20T14:38:11.076015,2,-25,-74.29354667663574
2025-11-20T14:38:11.263973,2,-25,-74.31131362915039
2025-11-20T14:38:11.451573,2,-25,-74.24656391143799
2025-11-20T14:38:11.638567,2,-25,-74.33489322662354
2025-11-20T14:38:11.826209,2,-25,-74.1951847076416
2025-11-20T14:38:12.014176,2,-25,-74.31108474731445
2025-11-20T14:38:12.201787,2,-25,-74.27825927734375
2025-11-20T14:38:12.388954,2,-25,-74.31925296783447
2025-11-20T14:38:12.576698,2,-25,-74.24347877502441
2025-11-20T14:38:12.764066,2,-25,-74.27980422973633
2025-11-20T14:38:12.951270,2,-25,-74.26428318023682
2025-11-20T14:38:13.139044,2,-25,-74.30952072143555
2025-11-20T14:38:13.326636,2,-25,-74.2186450958252
2025-11-20T14:38:13.514834,2,-25,-74.40732479095459
2025-11-20T14:38:13.702839,2,-25,-74.29840087890625
2025-11-20T14:38:13.890526,2,-25,-74.31397438049316
2025-11-20T14:38:14.078899,2,-25,-74.34618473052979
2025-11-20T14:38:14.266291,2,-25,-74.20225620269775
2025-11-20T14:38:14.454071,2,-25,-74.35353755950928
2025-11-20T14:38:15.390463,2,-25,
2025-11-20T14:38:16.318456,2,-25,
2025-11-20T14:38:17.247476,2,-25,
2025-11-20T14:38:18.176486,2,-25,
2025-11-20T14:38:19.105606,2,-25,
2025-11-20T14:38:20.035602,2,-25,
2025-11-20T14:38:20.965564,2,-25,
2025-11-20T14:38:21.895463,2,-25,
2025-11-20T14:38:22.825546,2,-25,
2025-11-20T14:38:23.755450,2,-25,
2025-11-20T14:38:24.685444,2,-25,
2025-11-20T14:38:25.615389,2,-25,
2025-11-20T14:38:26.545404,2,-25,
2025-11-20T14:38:27.475263,2,-25,
2025-11-20T14:38:28.405287,2,-25,
2025-11-20T14:57:21.611497,1,-30,-73.5086727142334
2025-11-20T14:57:21.797760,2,-25,-73.58490467071533
2025-11-20T14:57:21.984384,2,-25,-73.55851650238037
2025-11-20T14:57:22.171075,2,-25,-73.56070518493652
2025-11-20T14:57:22.357187,2,-25,-73.59562397003174
2025-11-20T14:57:22.544041,2,-25,-73.57823848724365
2025-11-20T14:57:22.730950,2,-25,-73.54429721832275
2025-11-20T14:57:22.917717,2,-25,-73.61627578735352
2025-11-20T14:57:23.104487,2,-25,-73.51924896240234
2025-11-20T14:57:23.291273,2,-25,-73.58697414398193
2025-11-20T14:57:23.477826,2,-25,-73.51257801055908
2025-11-20T14:57:23.664418,2,-25,-73.57411861419678
2025-11-20T14:57:23.851182,2,-25,-73.5763692855835
2025-11-20T14:57:24.035984,2,-25,-73.52391242980957
2025-11-20T14:57:24.221748,2,-25,-73.64202976226807
2025-11-20T14:57:24.408738,2,-25,-73.54048728942871
2025-11-20T14:57:24.595597,2,-25,-73.60082149505615
2025-11-20T14:57:24.781878,2,-25,-73.59634399414062
2025-11-20T14:57:24.968738,2,-25,-73.58383655548096
2025-11-20T14:57:25.154868,2,-25,-73.64552021026611
2025-11-20T14:57:25.341730,2,-25,-73.57472896575928
2025-11-20T14:57:25.528320,2,-25,-73.56775283813477
2025-11-20T14:57:25.714679,2,-25,-73.5742712020874
2025-11-20T14:57:25.901869,2,-25,-73.58933925628662
2025-11-20T14:57:26.089140,2,-25,-73.62993717193604
2025-11-20T14:57:26.275714,2,-25,-73.52428436279297
2025-11-20T14:57:26.462284,2,-25,-73.5523271560669
2025-11-20T14:57:26.649019,2,-25,-73.64691257476807
2025-11-20T14:57:26.836008,2,-25,-73.58593940734863
2025-11-20T14:57:27.023167,2,-25,-73.51090908050537
2025-11-20T14:57:27.209502,2,-25,-73.54055881500244
2025-11-20T14:57:27.395951,2,-25,-73.49740028381348
2025-11-20T14:57:27.583283,2,-25,-73.63079071044922
2025-11-20T14:57:27.770003,2,-25,-73.57272624969482
2025-11-20T14:57:27.957259,2,-25,-73.49969387054443
2025-11-20T14:57:28.144505,2,-25,-73.65557670593262
2025-11-20T14:57:28.331764,2,-25,-73.57847213745117
2025-11-20T14:57:28.519010,2,-25,-73.65123271942139
2025-11-20T14:57:28.706090,2,-25,-73.51840496063232
2025-11-20T14:57:28.893021,2,-25,-73.62308025360107
2025-11-20T14:57:29.080018,2,-25,-73.61989974975586
2025-11-20T14:57:29.266855,2,-25,-73.5884428024292
2025-11-20T14:57:29.452945,2,-25,-73.60383987426758
2025-11-20T14:57:29.639424,2,-25,-73.58631610870361
2025-11-20T14:57:29.826117,2,-25,-73.57908248901367
2025-11-20T14:57:30.012957,2,-25,-73.61291885375977
2025-11-20T14:57:30.200105,2,-25,-73.61588478088379
2025-11-20T14:57:30.386602,2,-25,-73.53384971618652
2025-11-20T14:57:30.573401,2,-25,-73.58812808990479
2025-11-20T14:57:30.760403,2,-25,-73.6302900314331
2025-11-20T14:57:30.947236,2,-25,-73.59257221221924
2025-11-20T14:57:31.134773,2,-25,-73.64381790161133
2025-11-20T14:57:31.322174,2,-25,-73.52476596832275
2025-11-20T14:57:31.509307,2,-25,-73.52280616760254
2025-11-20T14:57:31.696504,2,-25,-73.4572696685791
2025-11-20T14:57:31.883676,2,-25,-73.55295658111572
2025-11-20T14:57:32.071509,2,-25,-73.60966682434082
2025-11-20T14:57:32.258153,2,-25,-73.64472389221191
2025-11-20T14:57:32.445126,2,-25,-73.59479904174805
2025-11-20T14:57:32.632316,2,-25,-73.60898017883301
2025-11-20T14:57:32.819425,2,-25,-73.60066413879395
2025-11-20T14:57:33.006144,2,-25,-73.56568813323975
2025-11-20T14:57:33.193306,2,-25,-73.5655403137207
2025-11-20T14:57:33.380620,2,-25,-73.61587047576904
2025-11-20T14:57:33.567313,2,-25,-73.59588623046875
2025-11-20T14:57:33.754884,2,-25,-73.52476596832275
2025-11-20T14:57:33.942272,2,-25,-73.56451511383057
2025-11-20T14:57:34.128932,2,-25,-73.54472160339355
2025-11-20T14:57:34.315471,2,-25,-73.53626728057861
2025-11-20T14:57:34.502964,2,-25,-73.59496116638184
2025-11-20T14:57:34.689914,2,-25,-73.65530490875244
2025-11-20T14:57:34.877330,2,-25,-73.61000061035156
2025-11-20T14:57:35.064615,2,-25,-73.57832908630371
2025-11-20T14:57:35.251238,2,-25,-73.6050271987915
2025-11-20T14:57:35.437134,2,-25,-73.64142894744873
2025-11-20T14:57:35.623390,2,-25,-73.51295471191406
2025-11-20T14:57:35.809863,2,-25,-73.60425472259521
2025-11-20T14:57:35.997197,2,-25,-73.57148170471191
2025-11-20T14:57:36.184894,2,-25,-73.60994338989258
2025-11-20T14:57:36.372309,2,-25,-73.55896949768066
2025-11-20T14:57:36.559530,2,-25,-73.72843265533447
2025-11-20T14:57:36.746434,2,-25,-73.80617618560791
2025-11-20T14:57:36.933515,2,-25,-73.73744487762451
2025-11-20T14:57:37.120884,2,-25,-73.71094226837158
2025-11-20T14:57:37.308245,2,-25,-73.43961715698242
2025-11-20T14:57:37.495100,2,-25,-73.4015941619873
2025-11-20T14:57:37.681914,2,-25,-73.47594261169434
2025-11-20T14:57:37.868746,2,-25,-73.47561359405518
2025-11-20T14:57:38.055706,2,-25,-73.47226619720459
2025-11-20T14:57:38.242655,2,-25,-73.41744422912598
2025-11-20T14:57:38.429938,2,-25,-73.42287063598633
2025-11-20T14:57:38.617318,2,-25,-73.55475902557373
2025-11-20T14:57:38.804375,2,-25,-73.602294921875
2025-11-20T14:57:38.991783,2,-25,-73.48621368408203
2025-11-20T14:57:39.178927,2,-25,-73.63229274749756
2025-11-20T14:57:39.366002,2,-25,-73.54337215423584
2025-11-20T14:57:39.552756,2,-25,-73.60306739807129
2025-11-20T14:57:39.739300,2,-25,-73.62820148468018
2025-11-20T14:57:39.926239,2,-25,-73.57095718383789
2025-11-20T14:57:40.113336,2,-25,-73.64947319030762
2025-11-20T14:57:40.300494,2,-25,-73.56972694396973
2025-11-20T14:57:40.486967,2,-25,-73.61553192138672
2025-11-20T14:57:40.674002,2,-25,-73.68102073669434
2025-11-20T14:57:40.861144,2,-25,-73.66641998291016
2025-11-20T14:57:41.048046,2,-25,-73.61486434936523
2025-11-20T14:57:41.235084,2,-25,-73.57375144958496
2025-11-20T14:57:41.421159,2,-25,-73.56173038482666
2025-11-20T14:57:41.608167,2,-25,-73.5319471359253
2025-11-20T14:57:41.795329,2,-25,-73.5452651977539
2025-11-20T14:57:41.982492,2,-25,-73.61727237701416
2025-11-20T14:57:42.169517,2,-25,-73.55010032653809
2025-11-20T14:57:42.356422,2,-25,-73.53791236877441
2025-11-20T14:57:42.543561,2,-25,-73.59085083007812
2025-11-20T14:57:42.730045,2,-25,-73.66130352020264
2025-11-20T14:57:42.916805,2,-25,-73.57070922851562
2025-11-20T14:57:43.103945,2,-25,-73.61947536468506
2025-11-20T14:57:43.291011,2,-25,-73.52461338043213
2025-11-20T14:57:43.478010,2,-25,-73.62820625305176
2025-11-20T14:57:43.664472,2,-25,-73.63768577575684
2025-11-20T14:57:43.851615,2,-25,-73.65163803100586
2025-11-20T14:57:44.037443,2,-25,-73.53939056396484
2025-11-20T14:57:44.223971,2,-25,-73.5754919052124
2025-11-20T14:57:44.410450,2,-25,-73.70176315307617
2025-11-20T14:57:44.597558,2,-25,-73.60925197601318
2025-11-20T14:57:44.785265,2,-25,-73.78705501556396
2025-11-20T14:57:44.972748,2,-25,-73.72819900512695
2025-11-20T14:57:45.160452,2,-25,-73.73660087585449
2025-11-20T14:57:45.347915,2,-25,-73.69983673095703
2025-11-20T14:57:45.535455,2,-25,-73.77843856811523
2025-11-20T14:57:45.722397,2,-25,-73.82211685180664
2025-11-20T14:57:45.909266,2,-25,-73.84300708770752
2025-11-20T14:57:46.096386,2,-25,-73.90159130096436
2025-11-20T14:57:46.283912,2,-25,-73.76253128051758
2025-11-20T14:57:46.470771,2,-25,-73.59543323516846
2025-11-20T14:57:46.657268,2,-25,-73.57495307922363
2025-11-20T14:57:46.843756,2,-25,-73.44769477844238
2025-11-20T14:57:47.030923,2,-25,-73.51801872253418
2025-11-20T14:57:47.218129,2,-25,-73.3751392364502
2025-11-20T14:57:47.405489,2,-25,-73.62497329711914
2025-11-20T14:57:47.592328,2,-25,-73.61589908599854
2025-11-20T14:57:47.779836,2,-25,-73.74888896942139
2025-11-20T14:57:47.966895,2,-25,-73.80508422851562
2025-11-20T14:57:48.154411,2,-25,-73.76817226409912
2025-11-20T14:57:48.341363,2,-25,-73.6741304397583
2025-11-20T14:57:48.528310,2,-25,-73.75525951385498
2025-11-20T14:57:48.714977,2,-25,-73.68465423583984
2025-11-20T14:57:48.901645,2,-25,-73.7960433959961
2025-11-20T14:57:49.089521,2,-25,-73.56719970703125
2025-11-20T14:57:49.277079,2,-25,-73.5658073425293
2025-11-20T14:57:49.464514,2,-25,-73.64349842071533
2025-11-20T14:57:49.651424,2,-25,-73.66432189941406
2025-11-20T14:57:49.838985,2,-25,-73.81153106689453
2025-11-20T14:57:50.026327,2,-25,-73.64316940307617
2025-11-20T14:57:50.214144,2,-25,-73.69420051574707
2025-11-20T14:57:50.401680,2,-25,-73.65984916687012
2025-11-20T14:57:50.588683,2,-25,-73.78629207611084
2025-11-20T14:57:50.775741,2,-25,-73.82935047149658
2025-11-20T14:57:50.963541,2,-25,-73.65940570831299
2025-11-20T14:57:51.151013,2,-25,-73.68226528167725
2025-11-20T14:57:51.337998,2,-25,-73.71162414550781
2025-11-20T14:57:51.525006,2,-25,-73.8475513458252
2025-11-20T14:57:51.712247,2,-25,-73.68659973144531
2025-11-20T14:57:51.899696,2,-25,-73.63331317901611
2025-11-20T14:57:52.086800,2,-25,-73.55774402618408
2025-11-20T14:57:52.273431,2,-25,-73.65793228149414
2025-11-20T14:57:52.459863,2,-25,-73.72791767120361
2025-11-20T14:57:52.646235,2,-25,-73.75509738922119
2025-11-20T14:57:52.834228,2,-25,-73.43711376190186
2025-11-20T14:57:53.021956,2,-25,-73.61934661865234
2025-11-20T14:57:53.208012,2,-25,-73.50834846496582
2025-11-20T14:57:53.394735,2,-25,-73.5048770904541
