Timestamp,Power,Result,PatternRIS0
2025-11-20T13:43:39.224027,10.0,-74.13163185119629,0
2025-11-20T13:43:39.411327,10.0,-74.27693367004395,1
2025-11-20T13:43:39.598930,10.0,-74.31525707244873,2
2025-11-20T13:43:39.785705,10.0,-74.24826622009277,3
2025-11-20T13:53:46.422233,10.0,-73.6245059967041,0
2025-11-20T13:53:46.608034,10.0,-73.58721256256104,1
2025-11-20T13:53:46.793310,10.0,-74.2015552520752,2
2025-11-20T13:53:46.978350,10.0,-74.2292308807373,3
2025-11-20T13:53:47.163654,10.0,-74.26990509033203,4
2025-11-20T13:53:47.350811,10.0,-74.25240993499756,5
2025-11-20T13:53:47.537291,10.0,-74.34075355529785,6
2025-11-20T13:53:47.722289,10.0,-74.24117088317871,7
2025-11-20T13:53:47.907240,10.0,-74.2444372177124,8
2025-11-20T13:53:48.094144,10.0,-74.39458847045898,9
2025-11-20T13:53:48.281941,10.0,-74.4061279296875,10
2025-11-20T13:53:48.469145,10.0,-74.24905776977539,11
2025-11-20T13:53:48.657636,10.0,-74.33505058288574,12
2025-11-20T13:53:48.844624,10.0,-74.34324264526367,13
2025-11-20T13:53:49.031435,10.0,-74.33759212493896,14
2025-11-20T13:53:49.216877,10.0,-74.34528827667236,15
2025-11-20T13:53:49.401675,10.0,-74.31636810302734,16
2025-11-20T13:53:49.587760,10.0,-74.29914951324463,17
2025-11-20T13:53:49.772850,10.0,-74.27003383636475,18
2025-11-20T13:53:49.959480,10.0,-74.32573795318604,19
2025-11-20T13:53:50.146377,10.0,-74.2297887802124,20
2025-11-20T13:53:50.332395,10.0,-74.31026935577393,21
2025-11-20T13:53:50.517211,10.0,-74.30607795715332,22
2025-11-20T13:53:50.702056,10.0,-74.30861473083496,23
2025-11-20T13:53:50.887171,10.0,-74.35107707977295,24
2025-11-20T13:53:51.073321,10.0,-74.25200939178467,25
2025-11-20T13:54:26.739852,10.0,,26
2025-11-20T13:54:26.742485,10.0,,27
2025-11-20T13:54:26.743050,10.0,,28
2025-11-20T13:54:26.743549,10.0,,28
2025-11-20T13:54:26.744020,10.0,,28
2025-11-20T13:54:26.744894,10.0,,28
2025-11-20T13:54:26.746931,10.0,,28
2025-11-20T13:54:26.748827,10.0,,28
2025-11-20T13:54:26.750327,10.0,,28
2025-11-20T13:54:26.751643,10.0,,28
2025-11-20T13:54:26.752928,10.0,,28
2025-11-20T13:54:26.753948,10.0,,28
2025-11-20T13:54:26.754868,10.0,,28
2025-11-20T13:54:26.755751,10.0,,28
2025-11-20T13:54:26.756490,10.0,,28
2025-11-20T13:54:26.757148,10.0,,28
2025-11-20T13:54:26.757746,10.0,,28
2025-11-20T13:54:26.758318,10.0,,28
2025-11-20T13:54:26.758825,10.0,,28
2025-11-20T13:54:26.759304,10.0,,28
2025-11-20T13:54:26.759755,10.0,,28
2025-11-20T13:54:26.760214,10.0,,28
2025-11-20T13:54:26.760705,10.0,,28
2025-11-20T13:54:26.761169,10.0,,28
2025-11-20T13:54:26.761623,10.0,,28
2025-11-20T13:54:26.762072,10.0,,28
2025-11-20T13:54:26.762550,10.0,,28
2025-11-20T13:54:26.763014,10.0,,28
2025-11-20T13:54:26.763467,10.0,,28
2025-11-20T13:54:26.763920,10.0,,28
2025-11-20T13:54:26.764410,10.0,,28
2025-11-20T13:54:26.764870,10.0,,28
2025-11-20T13:54:26.765325,10.0,,28
2025-11-20T13:54:26.765779,10.0,,28
2025-11-20T13:54:26.766234,10.0,,28
2025-11-20T13:54:26.766717,10.0,,28
2025-11-20T13:54:26.767185,10.0,,28
2025-11-20T13:54:26.767640,10.0,,28
2025-11-20T13:54:26.768096,10.0,,28
2025-11-20T13:54:26.768585,10.0,,28
2025-11-20T13:54:26.769047,10.0,,28
2025-11-20T13:54:26.769500,10.0,,28
2025-11-20T13:54:26.769948,10.0,,28
2025-11-20T13:54:26.770426,10.0,,28
2025-11-20T13:54:26.770889,10.0,,28
2025-11-20T13:54:26.771344,10.0,,28
2025-11-20T13:54:26.771820,10.0,,28
2025-11-20T13:54:26.772292,10.0,,28
2025-11-20T13:54:26.772748,10.0,,28
2025-11-20T13:54:26.773197,10.0,,28
2025-11-20T13:54:26.773642,10.0,,28
2025-11-20T13:54:26.774093,10.0,,28
2025-11-20T13:54:26.774573,10.0,,28
2025-11-20T13:54:26.775034,10.0,,28
2025-11-20T13:54:26.775488,10.0,,28
2025-11-20T13:54:26.775938,10.0,,28
2025-11-20T13:54:26.776396,10.0,,28
2025-11-20T13:54:26.776874,10.0,,28
2025-11-20T13:54:26.777340,10.0,,28
2025-11-20T13:54:26.777796,10.0,,28
2025-11-20T13:54:26.778248,10.0,,28
2025-11-20T13:54:26.778725,10.0,,28
2025-11-20T13:54:26.779203,10.0,,28
2025-11-20T13:54:26.779672,10.0,,28
2025-11-20T13:54:26.780137,10.0,,28
2025-11-20T13:54:26.780594,10.0,,28
2025-11-20T13:54:26.781076,10.0,,28
2025-11-20T13:54:26.781541,10.0,,28
2025-11-20T13:54:26.782002,10.0,,28
2025-11-20T13:54:26.782489,10.0,,28
2025-11-20T13:54:26.782951,10.0,,28
2025-11-20T13:54:26.783406,10.0,,28
2025-11-20T13:54:26.783857,10.0,,28
2025-11-20T13:54:26.784320,10.0,,28
2025-11-20T13:54:26.784808,10.0,,28
2025-11-20T13:54:26.785270,10.0,,28
2025-11-20T13:54:26.785727,10.0,,28
2025-11-20T13:54:26.786179,10.0,,28
2025-11-20T13:56:33.779370,10.0,-73.81586074829102,0
2025-11-20T13:56:33.967013,10.0,-74.36591625213623,1
2025-11-20T13:56:34.154318,10.0,-74.14080619812012,2
2025-11-20T13:56:34.342069,10.0,-74.3001651763916,3
2025-11-20T13:58:00.706516,10.0,-73.83951187133789,0
2025-11-20T13:58:00.894202,10.0,-74.28391456604004,1
2025-11-20T13:58:01.081678,10.0,-74.2863655090332,2
2025-11-20T13:58:01.268529,10.0,-74.33099269866943,3
2025-11-20T13:58:01.455156,10.0,-74.24273014068604,4
2025-11-20T13:58:01.642468,10.0,-74.30373191833496,5
2025-11-20T13:58:01.829935,10.0,-74.30742740631104,6
2025-11-20T13:58:02.017599,10.0,-74.32559967041016,7
2025-11-20T13:58:02.204911,10.0,-74.32432651519775,8
2025-11-20T13:58:02.392572,10.0,-74.29519653320312,9
2025-11-20T13:58:02.580114,10.0,-74.27841186523438,10
2025-11-20T13:58:02.767983,10.0,-74.34667587280273,11
2025-11-20T13:58:02.956009,10.0,-74.3033504486084,12
2025-11-20T13:58:03.142955,10.0,-74.28649425506592,13
2025-11-20T13:58:03.330293,10.0,-74.24967288970947,14
2025-11-20T13:58:03.518097,10.0,-74.26485061645508,15
2025-11-20T13:58:03.705748,10.0,-74.34130668640137,16
2025-11-20T13:58:03.893683,10.0,-74.31942462921143,17
2025-11-20T13:58:04.081106,10.0,-74.25780296325684,18
2025-11-20T13:58:04.269012,10.0,-74.30603981018066,19
2025-11-20T13:58:04.456511,10.0,-74.34166431427002,20
2025-11-20T13:58:04.643985,10.0,-74.29260730743408,21
2025-11-20T13:58:04.830722,10.0,-74.30174827575684,22
2025-11-20T13:58:05.017461,10.0,-74.35590744018555,23
2025-11-20T13:58:05.204733,10.0,-74.24152374267578,24
2025-11-20T13:58:05.392754,10.0,-74.28910255432129,25
2025-11-20T13:58:05.580615,10.0,-74.28822994232178,26
2025-11-20T13:58:05.768200,10.0,-74.33842182159424,27
2025-11-20T13:58:05.955666,10.0,-74.33065414428711,28
2025-11-20T13:58:06.143359,10.0,-74.3315601348877,29
2025-11-20T13:58:06.330473,10.0,-74.34216022491455,30
2025-11-20T13:58:06.517904,Noise,-74.2484712600708,0
2025-11-20T13:58:06.705584,Noise,-74.32146549224854,1
2025-11-20T13:58:06.892899,Noise,-74.21205997467041,2
2025-11-20T13:58:07.081007,Noise,-74.31989669799805,3
2025-11-20T13:58:07.268650,Noise,-74.39201831817627,4
2025-11-20T13:58:07.456364,Noise,-74.35183048248291,5
2025-11-20T13:58:07.644249,Noise,-74.29774284362793,6
2025-11-20T13:58:07.831589,Noise,-74.22868251800537,7
2025-11-20T13:58:08.018540,Noise,-74.2652702331543,8
2025-11-20T13:58:08.206118,Noise,-74.33047294616699,9
2025-11-20T13:58:08.394240,Noise,-74.28926467895508,10
2025-11-20T13:58:08.582141,Noise,-74.3000078201294,11
2025-11-20T13:58:08.769784,Noise,-74.22475337982178,12
2025-11-20T13:58:08.957134,Noise,-74.34378623962402,13
2025-11-20T13:58:09.145509,Noise,-74.33289051055908,14
2025-11-20T13:58:09.333372,Noise,-74.1706371307373,15
2025-11-20T13:58:09.521094,Noise,-74.25294399261475,16
2025-11-20T13:58:09.708489,Noise,-74.31607723236084,17
2025-11-20T13:58:09.896196,Noise,-74.30453300476074,18
2025-11-20T13:58:10.083851,Noise,-74.35863494873047,19
2025-11-20T13:58:10.271960,Noise,-74.28318500518799,20
2025-11-20T13:58:10.459869,Noise,-74.29642677307129,21
2025-11-20T13:58:10.647725,Noise,-74.23328399658203,22
2025-11-20T13:58:10.835233,Noise,-74.32733058929443,23
2025-11-20T13:58:11.022810,Noise,-74.30985927581787,24
2025-11-20T13:58:11.210284,Noise,-74.26418781280518,25
2025-11-20T13:58:11.397952,Noise,-74.24539566040039,26
2025-11-20T13:58:11.585218,Noise,-74.21600818634033,27
2025-11-20T13:58:11.772575,Noise,-74.31135654449463,28
2025-11-20T13:58:11.959559,Noise,-74.34101581573486,29
2025-11-20T13:58:12.146629,Noise,-74.29264545440674,30
2025-11-20T13:58:12.334242,-5,-74.2737340927124,0
2025-11-20T13:58:12.522341,-5,-74.27128791809082,1
2025-11-20T13:58:12.710341,-5,-74.23112869262695,2
2025-11-20T13:58:12.897204,-5,-74.25638675689697,3
2025-11-20T13:58:13.084277,-5,-74.28344249725342,4
2025-11-20T13:58:13.271522,-5,-74.28001403808594,5
2025-11-20T13:58:13.458677,-5,-74.24391746520996,6
2025-11-20T13:58:13.646111,-5,-74.2728328704834,7
2025-11-20T13:58:13.833037,-5,-74.2509937286377,8
